"249180020","WARSZOWICE","2018","07","01",.8,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","07","06",5.5,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","07","10",3.4,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","07","11",3.5,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","07","12",3.4,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","07","13",2.1,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","07","14",5.6,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","07","16",6.0,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","07","17",17.2,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","07","18",13.5,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","07","19",2.7,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","07","26",11.3,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","07","29",.2,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","01",.3,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","06",9.0,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","10",1.1,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","11",9.5,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","12",2.0,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","13",3.1,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","14",1.4,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","16",3.4,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","17",20.8,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","18",28.5,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","19",4.5,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","22",.9,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","25",8.5,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","07","29",.3,"","W",0,"9",0,"8","","8",".",""
"249180050","GOCZA£KOWICE-ZDR”J","2018","07","01",.5,"","W",0,"9",0,"8","","8",".",""
"249180050","GOCZA£KOWICE-ZDR”J","2018","07","06",13.6,"","W",0,"9",0,"8","","8",".",""
"249180050","GOCZA£KOWICE-ZDR”J","2018","07","10",.1,"","W",0,"9",0,"8","","8",".",""
"249180050","GOCZA£KOWICE-ZDR”J","2018","07","11",3.2,"","W",0,"9",0,"8","","8",".",""
